year,month,day,dep_time,dep_delay,arr_time,arr_delay,carrier,tailnum,flight,origin,dest,air_time,distance,hour,minute
2014,1,2,647.0,17.0,824.0,8.0,UA,N76503,1621,PDX,SFO,83.0,550,6.0,47.0
2014,1,2,649.0,-1.0,1010.0,-9.0,AS,N524AS,682,SEA,DEN,124.0,1024,6.0,49.0
2014,1,2,650.0,5.0,846.0,-4.0,WN,N943WN,247,PDX,LAS,103.0,763,6.0,50.0
2014,1,2,655.0,0.0,1230.0,18.0,AS,N433AS,36,SEA,MSP,171.0,1399,6.0,55.0
2014,1,2,655.0,-5.0,1157.0,-16.0,DL,N397DA,2314,SEA,MSP,165.0,1399,6.0,55.0
2014,1,2,655.0,-5.0,1213.0,-7.0,DL,N934DN,2090,PDX,MSP,175.0,1426,6.0,55.0
2014,1,2,656.0,-4.0,915.0,-6.0,AS,N622AS,582,PDX,SNA,118.0,859,6.0,56.0
2014,1,2,658.0,-2.0,1051.0,-29.0,AS,N514AS,833,PDX,HNL,326.0,2603,6.0,58.0
2014,1,2,658.0,-7.0,923.0,-17.0,VX,N622VA,1780,SEA,LAX,125.0,954,6.0,58.0
2014,1,2,659.0,-1.0,943.0,-22.0,AS,N307AS,726,SEA,SLC,90.0,689,6.0,59.0
2014,1,2,659.0,-6.0,919.0,-3.0,B6,N524JB,1121,PDX,LGB,113.0,846,6.0,59.0
2014,1,2,659.0,-1.0,1500.0,-7.0,DL,N703TW,418,SEA,JFK,275.0,2422,6.0,59.0
2014,1,2,701.0,-9.0,903.0,-17.0,AS,N530AS,332,SEA,SJC,100.0,697,7.0,1.0
2014,1,2,701.0,1.0,826.0,-4.0,WN,N904WN,2885,PDX,SMF,70.0,479,7.0,1.0
2014,1,2,701.0,1.0,1038.0,-7.0,WN,N8613K,669,SEA,PHX,139.0,1107,7.0,1.0
2014,1,2,702.0,34.0,1447.0,35.0,UA,N538UA,250,PDX,IAD,257.0,2327,7.0,2.0
2014,1,2,703.0,-2.0,912.0,-7.0,OO,N219AG,3460,PDX,ONT,109.0,838,7.0,3.0
2014,1,2,704.0,-6.0,1535.0,21.0,DL,N3748Y,2258,PDX,JFK,285.0,2454,7.0,4.0
